,year,name,value,lastValue,rank,start
8,1998.9,Games,26095.120203436087,26049.86162682522,9,True
9,1998.9,Trampolines,19638.349771086723,19602.977259562456,10,True
10,1998.9,Crash Bandicoot,12919.537242196015,12887.737344380732,11,True
11,1998.9,The dark?,10149.430885276444,12460.478316837847,12,True
12,1998.9,Eugh these clothes,6417.727589785688,6403.460335304505,13,True
13,1998.9,Loud noises,3765.7778497192426,3948.9409360949116,14,True
14,1998.9,I'm going to be sick,3572.62156171561,3691.3992187567346,15,True
15,1998.9,Misbehaving in church,3247.8246922654484,3258.3367261565195,16,True
16,1998.9,"No, don't carry me there",3241.659959758168,3250.1170828134786,17,True
17,1998.9,What is that smell?,3220.593099272147,3222.0279354987842,18,True
18,1998.9,What colour is that?,3216.5780254472625,3216.6745037322717,19,True
19,1998.9,Walking,3216.5670812454678,3216.6599114632118,20,True
20,1998.9,Bugs,3216.5167661764854,3216.5928247045686,21,True
21,1998.9,My toy,3216.5093111407546,3216.5828846569275,22,True
22,1998.9,Have I pooped myself?,3216.5067196150994,3216.5794292893875,23,True
23,1998.9,The meaning of life,3216.5038059316007,3216.575544378056,24,True
24,1998.9,Light,3216.5037893539775,3216.5755222745584,25,True
25,1998.9,I'm cold,3216.5037811172715,3216.5755112922834,26,True
26,1998.9,Not supporting my own head,3216.50377292206,3216.575500365335,27,True
27,1998.9,Alcohol,3216.503768659783,3216.575494682299,28,True
28,1998.9,Travel,3216.503768659783,3216.575494682299,29,True
29,1998.9,Oversized t-shirts,3216.503768659783,3216.575494682299,30,True
30,1998.9,We MUST meet up more,3216.503768659783,3216.575494682299,31,True
31,1998.9,What is a KPI?,3216.503768659783,3216.575494682299,32,True
32,1998.9,When will I grow up?,3216.503768659783,3216.575494682299,33,True
33,1998.9,Why does my skin hate me?,3216.503768659783,3216.575494682299,34,True
34,1998.9,Women (fearful),3216.503768659783,3216.575494682299,35,True
35,1998.9,Using chopsticks,3216.503768659783,3216.575494682299,36,True
36,1998.9,Millenium?,3216.503768659783,3216.575494682299,37,True
37,1998.9,"Oh no, THIS is grown up",3216.503768659783,3216.575494682299,38,True
38,1998.9,Getting swole,3216.503768659783,3216.575494682299,39,True
39,1998.9,Am I good?,3216.503768659783,3216.575494682299,40,True
40,1998.9,Brexit,3216.503768659783,3216.575494682299,41,True
41,1998.9,Exams,3216.503768659783,3216.575494682299,42,True
42,1998.9,Famous people are predators,3216.503768659783,3216.575494682299,43,True
43,1998.9,Famous people are racist,3216.503768659783,3216.575494682299,44,True
44,1998.9,Famous people dying,3216.503768659783,3216.575494682299,45,True
45,1998.9,Getting into 12A movies,3216.503768659783,3216.575494682299,46,True
46,1998.9,Going back to the same club,3216.503768659783,3216.575494682299,47,True
47,1998.9,Not learning languages,3216.503768659783,3216.575494682299,48,True
48,1998.9,Harry Potter,3216.503768659783,3216.575494682299,49,True
49,1998.9,I don't know anything,3216.503768659783,3216.575494682299,50,True
50,1998.9,I know pretty much everything,3216.503768659783,3216.575494682299,51,True
51,1998.9,Internet time,3216.503768659783,3216.575494682299,52,True
52,1998.9,Jupyter,3216.503768659783,3216.575494682299,53,True
53,1998.9,All the famous people are dying,3216.503768659783,3216.575494682299,54,True
54,1998.9,Money,3216.503768659783,3216.575494682299,55,True
55,1998.9,Women (interested),3216.503768659783,3216.575494682299,56,True
0,1999.9,Cartoons,157484.8916831027,157484.09333521695,1,True
1,1999.9,RUNNING,144282.43563693968,144284.72158825852,2,True
2,1999.9,Food/drink,126316.83432330357,126341.32671439009,3,True
3,1999.9,Teeth are the worst,115476.05136726939,115476.04174189921,4,True
4,1999.9,Need a nap,115471.86356628341,115470.06178541784,5,True
5,1999.9,Who the f**k is this?,39502.71192712818,39501.15463835527,6,True
6,1999.9,Chewing,32778.96231900775,32778.6230987393,7,True
7,1999.9,Trampolines,26052.865253668268,26028.510735762567,8,True
8,1999.9,Crash Bandicoot,19568.2819346618,19546.87135434865,9,True
9,1999.9,Loud noises,12840.12262072145,12769.312458614048,10,True
10,1999.9,Tying my shoes,10127.483098713437,12433.623997393679,11,True
11,1999.9,Eugh these clothes,6418.119183327243,6418.117801608047,12,True
12,1999.9,Games,4497.8548679048745,4927.453022982261,13,True
13,1999.9,The dark?,3599.89705793401,3730.175943021108,14,True
14,1999.9,I'm going to be sick,3229.53380935027,3236.3582782427884,15,True
15,1999.9,Misbehaving in church,3211.243356064898,3211.971007195625,16,True
16,1999.9,"No, don't carry me there",3210.8961983101685,3211.5081301893197,17,True
17,1999.9,What is that smell?,3209.709849352307,3209.9263315788376,18,True
18,1999.9,What colour is that?,3209.48374643341,3209.6248610203083,19,True
19,1999.9,Walking,3209.483130126941,3209.6240392783498,20,True
20,1999.9,Bugs,3209.480296708564,3209.62026138718,21,True
21,1999.9,My toy,3209.4798768892997,3209.6197016281612,22,True
22,1999.9,Have I pooped myself?,3209.4797309513815,3209.61950704427,23,True
23,1999.9,The meaning of life,3209.479566871623,3209.619288271259,24,True
24,1999.9,Light,3209.479565938079,3209.619287026533,25,True
25,1999.9,I'm cold,3209.47956547424,3209.619286408082,26,True
26,1999.9,Not supporting my own head,3209.47956501274,3209.619285792748,27,True
27,1999.9,Alcohol,3209.479564772716,3209.619285472716,28,True
28,1999.9,Travel,3209.479564772716,3209.619285472716,29,True
29,1999.9,Oversized t-shirts,3209.479564772716,3209.619285472716,30,True
30,1999.9,We MUST meet up more,3209.479564772716,3209.619285472716,31,True
31,1999.9,What is a KPI?,3209.479564772716,3209.619285472716,32,True
32,1999.9,When will I grow up?,3209.479564772716,3209.619285472716,33,True
33,1999.9,Why does my skin hate me?,3209.479564772716,3209.619285472716,34,True
34,1999.9,Women (fearful),3209.479564772716,3209.619285472716,35,True
35,1999.9,Using chopsticks,3209.479564772716,3209.619285472716,36,True
36,1999.9,Millenium?,3209.479564772716,3209.619285472716,37,True
37,1999.9,"Oh no, THIS is grown up",3209.479564772716,3209.619285472716,38,True
38,1999.9,Getting swole,3209.479564772716,3209.619285472716,39,True
39,1999.9,Am I good?,3209.479564772716,3209.619285472716,40,True
40,1999.9,Brexit,3209.479564772716,3209.619285472716,41,True
41,1999.9,Exams,3209.479564772716,3209.619285472716,42,True
42,1999.9,Famous people are predators,3209.479564772716,3209.619285472716,43,True
43,1999.9,Famous people are racist,3209.479564772716,3209.619285472716,44,True
44,1999.9,Famous people dying,3209.479564772716,3209.619285472716,45,True
45,1999.9,Getting into 12A movies,3209.479564772716,3209.619285472716,46,True
46,1999.9,Going back to the same club,3209.479564772716,3209.619285472716,47,True
47,1999.9,Not learning languages,3209.479564772716,3209.619285472716,48,True
48,1999.9,Harry Potter,3209.479564772716,3209.619285472716,49,True
49,1999.9,I don't know anything,3209.479564772716,3209.619285472716,50,True
50,1999.9,I know pretty much everything,3209.479564772716,3209.619285472716,51,True
51,1999.9,Internet time,3209.479564772716,3209.619285472716,52,True
52,1999.9,Jupyter,3209.479564772716,3209.619285472716,53,True
53,1999.9,All the famous people are dying,3209.479564772716,3209.619285472716,54,True
54,1999.9,Money,3209.479564772716,3209.619285472716,55,True
55,1999.9,Women (interested),3209.479564772716,3209.619285472716,56,True
0,2000.9,Cartoons,157800.9211833857,157799.6516806127,1,True
1,2000.9,RUNNING,144047.87158459483,144048.41987554182,2,True
2,2000.9,Millenium?,125742.57101728868,125471.65830144123,3,True
3,2000.9,Food/drink,115644.15162399739,115686.8705541264,4,True
4,2000.9,Need a nap,115556.57428479647,115556.18303422818,5,True
5,2000.9,Who the f**k is this?,39285.91524496063,39286.710756446824,6,True
6,2000.9,Chewing,32736.001445102553,32736.181089900972,7,True
7,2000.9,Trampolines,26167.979166184432,26167.440745058193,8,True
8,2000.9,Crash Bandicoot,19594.78405913563,19594.669061551504,9,True
9,2000.9,Harry Potter,12911.63164394373,12855.770714390723,10,True
10,2000.9,Teeth are the worst,9515.448418748223,11623.144871533992,11,True
11,2000.9,Eugh these clothes,6384.933861095157,6385.050028956174,12,True
12,2000.9,Loud noises,3735.658535559107,3916.7583606151693,13,True
13,2000.9,Tying my shoes,3582.900269935012,3713.0806731163766,14,True
14,2000.9,Games,3265.8761177505116,3290.3818035370423,15,True
15,2000.9,The dark?,3215.3089574102314,3222.9589230833353,16,True
16,2000.9,I'm going to be sick,3194.452501163263,3195.1503147540443,17,True
17,2000.9,Misbehaving in church,3193.422501453134,3193.7769818072056,18,True
18,2000.9,"No, don't carry me there",3193.402951779807,3193.7509155761027,19,True
19,2000.9,What is that smell?,3193.3361443003178,3193.6618389367836,20,True
20,2000.9,What colour is that?,3193.3234116502686,3193.6448620700517,21,True
21,2000.9,Walking,3193.323376943885,3193.6448157948735,22,True
22,2000.9,Bugs,3193.323217384138,3193.644603048544,23,True
23,2000.9,My toy,3193.3231937426394,3193.644571526546,24,True
24,2000.9,Have I pooped myself?,3193.323185524362,3193.644560568843,25,True
25,2000.9,The meaning of life,3193.3231762844543,3193.6445482489657,26,True
26,2000.9,Light,3193.323176231883,3193.6445481788705,27,True
27,2000.9,I'm cold,3193.3231762057626,3193.6445481440437,28,True
28,2000.9,Not supporting my own head,3193.3231761797742,3193.6445481093924,29,True
29,2000.9,Why does my skin hate me?,3193.323176166258,3193.6445480913703,30,True
30,2000.9,Travel,3193.323176166258,3193.6445480913703,31,True
31,2000.9,Oversized t-shirts,3193.323176166258,3193.6445480913703,32,True
32,2000.9,We MUST meet up more,3193.323176166258,3193.6445480913703,33,True
33,2000.9,What is a KPI?,3193.323176166258,3193.6445480913703,34,True
34,2000.9,When will I grow up?,3193.323176166258,3193.6445480913703,35,True
35,2000.9,Women (fearful),3193.323176166258,3193.6445480913703,36,True
36,2000.9,Using chopsticks,3193.323176166258,3193.6445480913703,37,True
37,2000.9,Alcohol,3193.323176166258,3193.6445480913703,38,True
38,2000.9,"Oh no, THIS is grown up",3193.323176166258,3193.6445480913703,39,True
39,2000.9,Not learning languages,3193.323176166258,3193.6445480913703,40,True
40,2000.9,Am I good?,3193.323176166258,3193.6445480913703,41,True
41,2000.9,Brexit,3193.323176166258,3193.6445480913703,42,True
42,2000.9,Exams,3193.323176166258,3193.6445480913703,43,True
43,2000.9,Famous people are predators,3193.323176166258,3193.6445480913703,44,True
44,2000.9,Famous people are racist,3193.323176166258,3193.6445480913703,45,True
45,2000.9,Famous people dying,3193.323176166258,3193.6445480913703,46,True
46,2000.9,Getting into 12A movies,3193.323176166258,3193.6445480913703,47,True
47,2000.9,Getting swole,3193.323176166258,3193.6445480913703,48,True
48,2000.9,Going back to the same club,3193.323176166258,3193.6445480913703,49,True
49,2000.9,I don't know anything,3193.323176166258,3193.6445480913703,50,True
50,2000.9,I know pretty much everything,3193.323176166258,3193.6445480913703,51,True
51,2000.9,Internet time,3193.323176166258,3193.6445480913703,52,True
52,2000.9,Jupyter,3193.323176166258,3193.6445480913703,53,True
53,2000.9,All the famous people are dying,3193.323176166258,3193.6445480913703,54,True
54,2000.9,Money,3193.323176166258,3193.6445480913703,55,True
55,2000.9,Women (interested),3193.323176166258,3193.6445480913703,56,True
0,2001.9,Who the f**k is this?,156383.59867637826,155946.50235112582,1,True
1,2001.9,RUNNING,144235.75130723327,144234.99732364606,2,True
2,2001.9,Cartoons,134856.14054011618,134947.88285644216,3,True
3,2001.9,Games,125720.65240200171,125382.93859882942,4,True
4,2001.9,Food/drink,115584.70772892772,115584.90260213288,5,True
5,2001.9,Oversized t-shirts,115015.4819705431,114422.55433004942,6,True
6,2001.9,Need a nap,39838.01015403945,40069.837787629855,7,True
7,2001.9,Trampolines,32612.03483431817,32579.613985578962,8,True
8,2001.9,Getting into 12A movies,26015.29070981302,25950.474609674045,9,True
9,2001.9,Harry Potter,19606.526638541196,19592.578545245742,10,True
10,2001.9,Using chopsticks,13001.037647368137,12951.07434479956,11,True
11,2001.9,Millenium?,10085.735559074616,12386.302893087763,12,True
12,2001.9,Eugh these clothes,6368.175269443038,6368.230985847152,13,True
13,2001.9,Chewing,4848.2087353937195,5402.933794846568,14,True
14,2001.9,Crash Bandicoot,4108.1805968286935,4416.2296100932,15,True
15,2001.9,Teeth are the worst,3540.5777809820247,3659.425855630975,16,True
16,2001.9,Loud noises,3215.097498377393,3225.4521454914666,17,True
17,2001.9,Tying my shoes,3206.495143539177,3213.9823390405118,18,True
18,2001.9,The dark?,3185.7947847542387,3186.3818606605937,19,True
19,2001.9,I'm going to be sick,3184.6202843985875,3184.815860186392,20,True
20,2001.9,Misbehaving in church,3184.56228149476,3184.7385229812894,21,True
21,2001.9,"No, don't carry me there",3184.561180583944,3184.737055100201,22,True
22,2001.9,What is that smell?,3184.557418419965,3184.7320388815624,23,True
23,2001.9,What colour is that?,3184.5567013996892,3184.731082854528,24,True
24,2001.9,Walking,3184.55669944525,3184.7310802486095,25,True
25,2001.9,Bugs,3184.5566904598804,3184.7310682681164,26,True
26,2001.9,My toy,3184.556689128545,3184.731066493002,27,True
27,2001.9,Have I pooped myself?,3184.556688665745,3184.731065875935,28,True
28,2001.9,The meaning of life,3184.556688145413,3184.7310651821595,29,True
29,2001.9,Light,3184.556688142452,3184.731065178212,30,True
30,2001.9,I'm cold,3184.5566881409814,3184.731065176251,31,True
31,2001.9,Not supporting my own head,3184.556688139518,3184.7310651742996,32,True
32,2001.9,What is a KPI?,3184.5566881387567,3184.7310651732846,33,True
33,2001.9,Women (fearful),3184.5566881387567,3184.7310651732846,34,True
34,2001.9,Why does my skin hate me?,3184.5566881387567,3184.7310651732846,35,True
35,2001.9,We MUST meet up more,3184.5566881387567,3184.7310651732846,36,True
36,2001.9,When will I grow up?,3184.5566881387567,3184.7310651732846,37,True
37,2001.9,Travel,3184.5566881387567,3184.7310651732846,38,True
38,2001.9,Alcohol,3184.5566881387567,3184.7310651732846,39,True
39,2001.9,"Oh no, THIS is grown up",3184.5566881387567,3184.7310651732846,40,True
40,2001.9,Getting swole,3184.5566881387567,3184.7310651732846,41,True
41,2001.9,Am I good?,3184.5566881387567,3184.7310651732846,42,True
42,2001.9,Brexit,3184.5566881387567,3184.7310651732846,43,True
43,2001.9,Exams,3184.5566881387567,3184.7310651732846,44,True
44,2001.9,Famous people are predators,3184.5566881387567,3184.7310651732846,45,True
45,2001.9,Famous people are racist,3184.5566881387567,3184.7310651732846,46,True
46,2001.9,Famous people dying,3184.5566881387567,3184.7310651732846,47,True
47,2001.9,Going back to the same club,3184.5566881387567,3184.7310651732846,48,True
48,2001.9,Not learning languages,3184.5566881387567,3184.7310651732846,49,True
49,2001.9,I don't know anything,3184.5566881387567,3184.7310651732846,50,True
50,2001.9,I know pretty much everything,3184.5566881387567,3184.7310651732846,51,True
51,2001.9,Internet time,3184.5566881387567,3184.7310651732846,52,True
52,2001.9,Jupyter,3184.5566881387567,3184.7310651732846,53,True
53,2001.9,All the famous people are dying,3184.5566881387567,3184.7310651732846,54,True
54,2001.9,Money,3184.5566881387567,3184.7310651732846,55,True
55,2001.9,Women (interested),3184.5566881387567,3184.7310651732846,56,True
0,2002.9,Games,157512.6171204591,157404.17115087688,1,True
1,2002.9,RUNNING,144077.95012112753,144078.39194825976,2,True
2,2002.9,Who the f**k is this?,134694.95535130324,134819.8905700362,3,True
3,2002.9,Cartoons,115670.36624099652,115740.54134739318,4,True
4,2002.9,Oversized t-shirts,115581.8206301622,115580.15295237182,5,True
5,2002.9,Food/drink,39680.94079992899,39999.986018074465,6,True
6,2002.9,Need a nap,32787.96466652267,32831.19392343533,7,True
7,2002.9,Harry Potter,26114.730283464178,26098.43120538043,8,True
8,2002.9,Trampolines,19612.34639029112,19682.973789815725,9,True
9,2002.9,Using chopsticks,13008.997689601216,13008.975065139708,10,True
10,2002.9,Eugh these clothes,6377.211001331687,6377.1765183083835,11,True
11,2002.9,Getting into 12A movies,4474.077941939824,4902.56113735546,12,True
12,2002.9,Millenium?,3577.028703643362,3706.49548629351,13,True
13,2002.9,Chewing,3282.0851598167496,3313.2374278580273,14,True
14,2002.9,Crash Bandicoot,3240.411574350245,3257.672647236021,15,True
15,2002.9,Teeth are the worst,3208.447864830925,3215.054367876928,16,True
16,2002.9,Loud noises,3190.118926148826,3190.6157829674626,17,True
17,2002.9,Tying my shoes,3189.634497313108,3189.969877853172,18,True
18,2002.9,The dark?,3188.468787354181,3188.415597907936,19,True
19,2002.9,I'm going to be sick,3188.402647111127,3188.327410917197,20,True
20,2002.9,Misbehaving in church,3188.399380763749,3188.3230557873594,21,True
21,2002.9,"No, don't carry me there",3188.3993187675915,3188.322973125816,22,True
22,2002.9,What is that smell?,3188.399106906915,3188.3226906449145,23,True
23,2002.9,What colour is that?,3188.399066528983,3188.322636807672,24,True
24,2002.9,Walking,3188.3990664189214,3188.3226366609233,25,True
25,2002.9,Bugs,3188.399065912924,3188.3226359862597,26,True
26,2002.9,My toy,3188.3990658379516,3188.3226358862967,27,True
27,2002.9,Have I pooped myself?,3188.39906581189,3188.3226358515476,28,True
28,2002.9,The meaning of life,3188.399065782588,3188.3226358124784,29,True
29,2002.9,Light,3188.399065782421,3188.322635812256,30,True
30,2002.9,I'm cold,3188.3990657823388,3188.3226358121465,31,True
31,2002.9,Not supporting my own head,3188.399065782256,3188.322635812036,32,True
32,2002.9,What is a KPI?,3188.3990657822133,3188.3226358119787,33,True
33,2002.9,Women (fearful),3188.3990657822133,3188.3226358119787,34,True
34,2002.9,Why does my skin hate me?,3188.3990657822133,3188.3226358119787,35,True
35,2002.9,We MUST meet up more,3188.3990657822133,3188.3226358119787,36,True
36,2002.9,When will I grow up?,3188.3990657822133,3188.3226358119787,37,True
37,2002.9,Travel,3188.3990657822133,3188.3226358119787,38,True
38,2002.9,Alcohol,3188.3990657822133,3188.3226358119787,39,True
39,2002.9,"Oh no, THIS is grown up",3188.3990657822133,3188.3226358119787,40,True
40,2002.9,Getting swole,3188.3990657822133,3188.3226358119787,41,True
41,2002.9,Am I good?,3188.3990657822133,3188.3226358119787,42,True
42,2002.9,Brexit,3188.3990657822133,3188.3226358119787,43,True
43,2002.9,Exams,3188.3990657822133,3188.3226358119787,44,True
44,2002.9,Famous people are predators,3188.3990657822133,3188.3226358119787,45,True
45,2002.9,Famous people are racist,3188.3990657822133,3188.3226358119787,46,True
46,2002.9,Famous people dying,3188.3990657822133,3188.3226358119787,47,True
47,2002.9,Going back to the same club,3188.3990657822133,3188.3226358119787,48,True
48,2002.9,Not learning languages,3188.3990657822133,3188.3226358119787,49,True
49,2002.9,I don't know anything,3188.3990657822133,3188.3226358119787,50,True
50,2002.9,I know pretty much everything,3188.3990657822133,3188.3226358119787,51,True
51,2002.9,Internet time,3188.3990657822133,3188.3226358119787,52,True
52,2002.9,Jupyter,3188.3990657822133,3188.3226358119787,53,True
53,2002.9,All the famous people are dying,3188.3990657822133,3188.3226358119787,54,True
54,2002.9,Money,3188.3990657822133,3188.3226358119787,55,True
55,2002.9,Women (interested),3188.3990657822133,3188.3226358119787,56,True
0,2003.9,Oversized t-shirts,157295.62431976935,157167.18170354384,1,True
1,2003.9,Games,144602.73704377675,144628.20824705204,2,True
2,2003.9,Who the f**k is this?,134435.53092244448,134436.28204961712,3,True
3,2003.9,RUNNING,115748.68080083177,115844.76444327192,4,True
4,2003.9,Cartoons,115564.54656387943,115564.90758462867,5,True
5,2003.9,Harry Potter,39022.17535202636,38975.74999945848,6,True
6,2003.9,Need a nap,32707.93293103659,32708.13587166681,7,True
7,2003.9,Food/drink,26326.909724537985,26474.505620354263,8,True
8,2003.9,Trampolines,19592.4289643719,19592.514210059428,9,True
9,2003.9,Why does my skin hate me?,12923.682742525794,12896.612429066416,10,True
10,2003.9,Eugh these clothes,6439.588970325425,6439.394755029765,11,True
11,2003.9,Using chopsticks,3771.253657056488,3955.0045964372002,12,True
12,2003.9,Getting into 12A movies,3290.622328302389,3314.1628247650688,13,True
13,2003.9,Millenium?,3240.10633282646,3246.808164130496,14,True
14,2003.9,Chewing,3223.497025232716,3224.6624206721713,15,True
15,2003.9,Crash Bandicoot,3221.1502391645517,3221.533372581285,16,True
16,2003.9,Teeth are the worst,3219.350250338366,3219.1333874797047,17,True
17,2003.9,Loud noises,3218.3180833802826,3217.7571648689263,18,True
18,2003.9,Tying my shoes,3218.2908034899165,3217.7207916817715,19,True
19,2003.9,The dark?,3218.225158264998,3217.6332647152135,20,True
20,2003.9,I'm going to be sick,3218.2214336754478,3217.6282985958132,21,True
21,2003.9,Misbehaving in church,3218.221249735947,3217.6280533431454,22,True
22,2003.9,"No, don't carry me there",3218.221246244725,3217.6280486881833,23,True
23,2003.9,What is that smell?,3218.2212343141055,3217.62803278069,24,True
24,2003.9,What colour is that?,3218.2212320402828,3217.6280297489266,25,True
25,2003.9,Walking,3218.221232034084,3217.628029740662,26,True
26,2003.9,Bugs,3218.22123200559,3217.6280297026697,27,True
27,2003.9,My toy,3218.2212320013687,3217.628029697041,28,True
28,2003.9,Have I pooped myself?,3218.2212319999007,3217.6280296950836,29,True
29,2003.9,The meaning of life,3218.2212319982505,3217.6280296928835,30,True
30,2003.9,Light,3218.221231998241,3217.6280296928708,31,True
31,2003.9,I'm cold,3218.2212319982364,3217.6280296928644,32,True
32,2003.9,Not supporting my own head,3218.221231998232,3217.6280296928585,33,True
33,2003.9,Travel,3218.221231998229,3217.6280296928553,34,True
34,2003.9,Women (fearful),3218.221231998229,3217.6280296928553,35,True
35,2003.9,When will I grow up?,3218.221231998229,3217.6280296928553,36,True
36,2003.9,We MUST meet up more,3218.221231998229,3217.6280296928553,37,True
37,2003.9,What is a KPI?,3218.221231998229,3217.6280296928553,38,True
38,2003.9,Alcohol,3218.221231998229,3217.6280296928553,39,True
39,2003.9,"Oh no, THIS is grown up",3218.221231998229,3217.6280296928553,40,True
40,2003.9,Getting swole,3218.221231998229,3217.6280296928553,41,True
41,2003.9,Am I good?,3218.221231998229,3217.6280296928553,42,True
42,2003.9,Brexit,3218.221231998229,3217.6280296928553,43,True
43,2003.9,Exams,3218.221231998229,3217.6280296928553,44,True
44,2003.9,Famous people are predators,3218.221231998229,3217.6280296928553,45,True
45,2003.9,Famous people are racist,3218.221231998229,3217.6280296928553,46,True
46,2003.9,Famous people dying,3218.221231998229,3217.6280296928553,47,True
47,2003.9,Going back to the same club,3218.221231998229,3217.6280296928553,48,True
48,2003.9,Not learning languages,3218.221231998229,3217.6280296928553,49,True
49,2003.9,I don't know anything,3218.221231998229,3217.6280296928553,50,True
50,2003.9,I know pretty much everything,3218.221231998229,3217.6280296928553,51,True
51,2003.9,Internet time,3218.221231998229,3217.6280296928553,52,True
52,2003.9,Jupyter,3218.221231998229,3217.6280296928553,53,True
53,2003.9,All the famous people are dying,3218.221231998229,3217.6280296928553,54,True
54,2003.9,Money,3218.221231998229,3217.6280296928553,55,True
55,2003.9,Women (interested),3218.221231998229,3217.6280296928553,56,True
0,2004.9,Harry Potter,156764.30934013813,155941.83341987242,1,True
1,2004.9,Need a nap,143412.43606413426,142757.11419401213,2,True
2,2004.9,Why does my skin hate me?,133863.30983513885,133409.61963149262,3,True
3,2004.9,Oversized t-shirts,126375.57800721846,126446.99880295151,4,True
4,2004.9,Cartoons,115516.99869691068,115517.1635275033,5,True
5,2004.9,Internet time,39105.138159849805,38917.15384667287,6,True
6,2004.9,Food/drink,32763.57726068986,32743.626416927324,7,True
7,2004.9,RUNNING,26680.386114719884,27178.000417453746,8,True
8,2004.9,Trampolines,19636.127143299487,19635.810179131266,9,True
9,2004.9,Eugh these clothes,12915.779842717106,12889.737445196737,10,True
10,2004.9,Games,11152.528311623875,13807.029359574022,11,True
11,2004.9,Who the f**k is this?,10579.977200155987,13043.627877616838,12,True
12,2004.9,Not learning languages,6359.3002969083645,6343.959356204138,13,True
13,2004.9,Using chopsticks,3221.8125003689465,3232.7416112341184,14,True
14,2004.9,Getting into 12A movies,3194.7464609673193,3196.653558698615,15,True
15,2004.9,Millenium?,3191.901727713022,3192.860581026219,16,True
16,2004.9,Chewing,3190.9663992255278,3191.6134763762266,17,True
17,2004.9,Crash Bandicoot,3190.834243453758,3191.4372686805336,18,True
18,2004.9,Teeth are the worst,3190.7328797565183,3191.302117084214,19,True
19,2004.9,Loud noises,3190.674754807341,3191.2246171519773,20,True
20,2004.9,Tying my shoes,3190.6732185808332,3191.2225688499675,21,True
21,2004.9,The dark?,3190.669521867495,3191.2176398988495,22,True
22,2004.9,I'm going to be sick,3190.6693121227663,3191.2173602392113,23,True
23,2004.9,Misbehaving in church,3190.6693017644866,3191.2173464281714,24,True
24,2004.9,"No, don't carry me there",3190.6693015678834,3191.217346166034,25,True
25,2004.9,What is that smell?,3190.6693008960283,3191.2173452702273,26,True
26,2004.9,What colour is that?,3190.6693007679814,3191.2173450994983,27,True
27,2004.9,Walking,3190.669300767632,3191.2173450990326,28,True
28,2004.9,Bugs,3190.669300766028,3191.217345096893,29,True
29,2004.9,My toy,3190.6693007657905,3191.2173450965765,30,True
30,2004.9,Have I pooped myself?,3190.6693007657072,3191.217345096466,31,True
31,2004.9,The meaning of life,3190.6693007656145,3191.2173450963423,32,True
32,2004.9,Light,3190.6693007656136,3191.217345096341,33,True
33,2004.9,I'm cold,3190.6693007656136,3191.217345096341,34,True
34,2004.9,We MUST meet up more,3190.669300765613,3191.2173450963405,35,True
35,2004.9,Travel,3190.669300765613,3191.2173450963405,36,True
36,2004.9,When will I grow up?,3190.669300765613,3191.2173450963405,37,True
37,2004.9,What is a KPI?,3190.669300765613,3191.2173450963405,38,True
38,2004.9,Women (fearful),3190.669300765613,3191.2173450963405,39,True
39,2004.9,Alcohol,3190.669300765613,3191.2173450963405,40,True
40,2004.9,"Oh no, THIS is grown up",3190.669300765613,3191.2173450963405,41,True
41,2004.9,Not supporting my own head,3190.669300765613,3191.2173450963405,42,True
42,2004.9,Money,3190.669300765613,3191.2173450963405,43,True
43,2004.9,All the famous people are dying,3190.669300765613,3191.2173450963405,44,True
44,2004.9,Jupyter,3190.669300765613,3191.2173450963405,45,True
45,2004.9,I know pretty much everything,3190.669300765613,3191.2173450963405,46,True
46,2004.9,I don't know anything,3190.669300765613,3191.2173450963405,47,True
47,2004.9,Going back to the same club,3190.669300765613,3191.2173450963405,48,True
48,2004.9,Getting swole,3190.669300765613,3191.2173450963405,49,True
49,2004.9,Famous people dying,3190.669300765613,3191.2173450963405,50,True
50,2004.9,Famous people are racist,3190.669300765613,3191.2173450963405,51,True
51,2004.9,Famous people are predators,3190.669300765613,3191.2173450963405,52,True
52,2004.9,Exams,3190.669300765613,3191.2173450963405,53,True
53,2004.9,Brexit,3190.669300765613,3191.2173450963405,54,True
54,2004.9,Am I good?,3190.669300765613,3191.2173450963405,55,True
55,2004.9,Women (interested),3190.669300765613,3191.2173450963405,56,True
0,2005.9,Why does my skin hate me?,157267.920761442,157183.58869260922,1,True
1,2005.9,Oversized t-shirts,144568.98844038858,144515.91110695247,2,True
2,2005.9,Need a nap,134473.48329170299,134513.62196908018,3,True
3,2005.9,I know pretty much everything,125674.96149574064,125423.4152712882,4,True
4,2005.9,Internet time,115001.7337850185,114637.02842698591,5,True
5,2005.9,Games,114834.4587036986,114437.30228596894,6,True
6,2005.9,Food/drink,39259.38563281533,39238.31052071993,7,True
7,2005.9,Eugh these clothes,32489.274239042545,32368.166161522997,8,True
8,2005.9,RUNNING,26154.806160499847,26157.521077468326,9,True
9,2005.9,Not learning languages,19556.34962061199,19526.208440954655,10,True
10,2005.9,Cartoons,13539.966684490335,14029.086501106298,11,True
11,2005.9,Harry Potter,7413.395557895292,8010.604166695455,12,True
12,2005.9,Trampolines,4123.93730322323,4432.495263361984,13,True
13,2005.9,Who the f**k is this?,3613.9536701888283,3752.5170859827817,14,True
14,2005.9,Using chopsticks,3199.589554132648,3200.031597907875,15,True
15,2005.9,Getting into 12A movies,3198.065370324677,3197.999352830581,16,True
